Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,WardenCasualtyRateHr,ColonialCasualtyRate,ColonialCasualtyRateHr,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2021-03-10 20:37:01,450,490,175,192,949372,973664,1749,1749/hr,1616,1616/hr,1075,287079,277244,0,5,0,40,0,1
2021-03-10 22:08:01,501,542,190,202,1057454,1105611,2023,2023/hr,1872,1872/hr,1182,287839,278066,1,15,0,41,0,1
2021-03-10 22:38:01,514,529,188,202,1058385,1106434,1904,1904/hr,1740,1740/hr,1166,288096,278331,2,19,0,15,0,1
2021-03-10 23:08:01,481,512,188,202,1059221,1107162,1771,1771/hr,1553,1553/hr,1131,288336,278587,0,20,0,31,0,1
2021-03-10 23:38:01,451,499,188,203,1060012,1107829,1646,1646/hr,1409,1409/hr,1077,288562,278836,0,16,0,48,0,1
2021-03-11 00:08:01,462,487,190,203,1060688,1108458,1466,1466/hr,1298,1298/hr,1083,288793,279080,0,15,0,25,0,1
2021-03-11 00:38:01,455,464,190,201,1061370,1109111,1361,1361/hr,1285,1285/hr,1076,289020,279312,2,21,0,9,0,0
2021-03-11 01:08:01,458,472,189,201,1062110,1109906,1354,1354/hr,1388,1388/hr,1078,289249,279548,1,18,0,14,0,1
2021-03-11 01:38:01,476,478,189,201,1062876,1110598,1450,1450/hr,1445,1445/hr,1094,289487,279787,0,17,0,2,0,0
2021-03-11 02:08:01,466,501,189,201,1063698,1111342,1635,1635/hr,1470,1470/hr,1140,289720,280037,0,19,0,35,0,1
2021-03-11 02:38:01,473,522,185,201,1064598,1112075,1742,1742/hr,1493,1493/hr,1153,289957,280298,0,21,0,49,0,1
2021-03-11 03:08:02,467,542,183,205,1065529,1112920,1770,1770/hr,1543,1543/hr,1173,290190,280569,0,15,0,75,0,1
2021-03-11 03:39:01,481,543,182,205,1066351,1113648,1667,1667/hr,1496,1496/hr,1187,290439,280850,0,10,0,62,0,1
2021-03-11 04:09:01,516,551,181,208,1067121,1114485,1517,1517/hr,1513,1513/hr,1220,290697,281125,0,4,0,35,0,1
2021-03-11 04:39:01,544,587,185,207,1068026,1115375,1628,1628/hr,1702,1702/hr,1300,290969,281419,1,4,0,43,0,1
2021-03-11 05:09:01,541,597,187,208,1069098,1116351,1978,1978/hr,1866,1866/hr,1316,291239,281717,1,2,0,56,0,1
2021-03-11 05:39:01,576,600,184,213,1070131,1117283,2108,2108/hr,1921,1921/hr,1343,291527,282017,0,1,0,24,0,1
2021-03-11 06:09:01,612,652,187,212,1071373,1118246,2238,2238/hr,1856,1856/hr,1459,291833,282343,7,5,0,40,0,1
2021-03-11 06:39:01,624,709,188,213,1072404,1119191,2221,2221/hr,1900,1900/hr,1485,292145,282698,4,3,0,85,0,1
2021-03-11 07:09:01,673,694,185,212,1073533,1120190,2188,2188/hr,1981,1981/hr,1552,292482,283045,2,12,0,21,0,1
2021-03-11 07:39:01,684,699,186,212,1074550,1121069,2246,2246/hr,1965,1965/hr,1611,292824,283394,33,9,0,15,0,1
2021-03-11 08:09:01,728,738,186,211,1075761,1122072,2242,2242/hr,1895,1895/hr,1657,293188,283763,9,10,0,10,0,0
2021-03-11 08:39:01,769,764,183,211,1076836,1123176,2272,2272/hr,2098,2098/hr,1781,293572,284145,17,10,5,0,0,0
2021-03-11 09:09:01,777,810,184,212,1078164,1124562,2470,2470/hr,2577,2577/hr,1876,293961,284550,19,16,0,33,0,1
2021-03-11 09:39:01,818,845,185,210,1079353,1125726,2493,2493/hr,2481,2481/hr,1947,294370,284973,19,19,0,27,0,1
2021-03-11 10:09:01,845,853,182,210,1080715,1127041,2568,2568/hr,2494,2494/hr,1991,294792,285399,23,15,0,8,0,0
2021-03-11 10:39:01,849,868,180,215,1082001,1128244,2677,2677/hr,2559,2559/hr,1983,295217,285833,16,10,0,19,0,1
2021-03-11 11:09:01,855,890,179,216,1083306,1129458,2591,2591/hr,2416,2416/hr,2033,295644,286278,23,10,0,35,0,1
2021-03-11 11:39:01,819,863,177,215,1084507,1130535,2445,2445/hr,2277,2277/hr,0,296054,286710,26,7,0,44,0,1
